Freq [Hz]       dBSPL           Phase [Deg]
189.39          99.27           178.54
194.65          99.29           -137.75
200.06          99.37           -93.16
205.62          99.43           -47.95
211.34          99.36           -1.57
217.21          99.23           46.52
223.25          99.05           95.86
229.46          98.88           146.68
235.83          98.59           -160.51
242.39          98.21           -106.07
249.12          97.73           -49.26
256.05          97.30           10.00
263.17          97.06           71.45
270.48          96.93           134.18
278.00          96.87           -161.50
285.73          96.66           -94.74
293.67          96.47           -26.20
301.83          96.31           44.86
310.22          96.21           117.10
318.84          96.09           -169.25
327.70          95.78           -92.24
336.81          95.44           -12.68
346.17          95.08           69.38
355.80          94.73           154.53
365.68          94.60           -118.35
375.85          94.36           -30.12
386.29          93.97           60.09
397.03          93.32           154.38
408.07          93.04           -105.93
419.41          92.76           -3.73
431.07          92.36           101.69
443.05          92.18           -148.96
455.36          91.79           -39.11
468.02          91.09           76.43
481.03          90.86           -161.79
494.40          91.71           -37.61
508.14          92.37           86.99
522.26          93.11           -147.58
536.78          93.66           -19.63
551.70          94.08           109.89
567.03          94.21           -117.10
582.79          94.29           21.12
598.99          94.47           160.03
615.64          94.25           -56.83
632.75          93.86           91.73
650.34          93.27           -114.94
668.42          92.64           45.69
686.99          92.26           -149.95
706.09          91.57           20.69
725.71          91.42           -164.31
745.89          91.27           14.82
766.62          91.19           -162.64
787.93          90.88           23.64
809.83          90.49           -143.69
832.33          90.11           56.75
855.47          89.24           -95.89
879.25          88.77           117.45
903.68          87.89           -22.86
928.80          86.81           -153.08
954.62          84.84           84.31
981.15          85.01           -27.52
1008.42         86.01           -135.74
1036.45         86.24           119.74
1065.26         86.60           22.47
1094.87         87.30           -67.34
1125.30         88.91           -150.12
1156.58         90.28           127.71
1188.72         91.37           50.49
1221.76         91.44           -28.66
1255.72         91.12           -86.73
1290.62         90.98           -136.43
1326.50         90.96           -178.64
1363.37         90.64           146.61
1401.26         89.95           122.72
1440.21         88.66           115.68
1480.24         86.25           121.84
1521.38         83.69           143.65
1563.67         84.27           -179.22
1607.13         84.76           -135.51
1651.80         85.72           -85.47
1697.71         87.05           -21.85
1744.90         87.93           50.08
1793.40         88.24           129.37
1843.24         88.62           -140.06
1894.48         88.72           -39.29
1947.13         88.83           68.86
2001.25         88.66           -173.83
2056.88         88.14           -37.02
2114.05         87.28           113.07
2172.81         86.03           -80.66
2233.20         85.11           104.51
2295.27         83.72           -56.10
2359.07         82.55           163.19
2424.64         80.97           34.01
2492.03         79.11           -70.98
2561.29         77.84           169.82
2632.48         76.09           24.18
2705.65         75.63           -102.17
2780.86         76.27           142.33
2858.15         76.25           46.45
2937.59         76.53           -32.02
3019.24         76.44           -87.90
3103.16         77.12           -124.58
3189.41         77.48           -135.08
3278.06         77.88           -60.87
3369.17         77.89           38.87
3462.82         77.54           166.02
3559.06         77.17           -45.86
3657.99         76.67           107.90
3759.66         76.11           -87.55
3864.16         75.70           102.20
3971.56         75.03           -38.61
4081.95         74.37           176.75
4195.41         73.15           49.87
4312.02         72.30           -50.25
4431.87         71.18           -153.40
4555.05         71.30           89.36
4681.66         71.62           2.26
4811.78         72.77           -59.07
4945.53         73.93           -89.54
5082.99         74.12           -76.53
5224.27         74.28           -0.74
5369.47         74.23           112.57
5518.72         74.08           -157.32
5672.11         74.17           -55.54
5829.76         74.23           75.51
5991.80         73.83           -101.13
6158.34         72.93           122.11
6329.51         72.20           34.53
6505.44         72.47           -12.06
6686.25         72.64           -33.63
6872.10         72.77           -28.94
7063.10         73.60           110.95
7259.42         74.95           1.96
7461.19         75.66           -54.59
7668.58         75.85           -101.30
7881.72         75.74           -120.45
8100.79         75.48           -113.95
8325.95         75.37           -123.50
8557.37         75.60           -45.75
8795.22         76.07           108.83
9039.68         75.27           -36.48
9290.93         74.74           -120.73
9549.17         74.33           -137.97
9814.59         74.36           -165.50
10087.38        74.37           153.43
10367.76        74.27           44.21
10655.93        74.02           -139.48
10952.11        73.17           -28.69
11256.52        72.12           110.13
11569.39        71.45           -99.41
11890.96        71.39           78.20
12221.46        71.75           -81.50
12561.16        71.50           103.27
12910.29        71.26           -29.16
13269.13        71.30           158.45
13637.94        71.14           -68.59
14017.00        70.62           -12.67
14406.60        70.32           -67.34
14807.03        69.44           -100.88
15218.59        68.07           -98.02
15641.58        67.70           118.52
16076.34        67.44           -100.70
16523.17        67.10           -44.49
16982.43        65.77           92.30
17454.45        65.46           111.02
17939.60        66.77           49.31
18438.22        66.24           145.95
18950.71        65.99           29.41
19477.44        71.24           0.63
20018.81        74.92           140.53
20575.22        75.46           92.69
21147.11        76.10           -155.22
21734.88        76.85           -48.30
