Freq [Hz]       dBSPL           Phase [Deg]
327.70          97.89           -53.28
336.81          97.70           27.50
346.17          97.55           110.66
355.80          97.52           -163.99
365.68          97.49           -77.52
375.85          97.30           11.62
386.29          97.02           103.43
397.03          96.59           -160.70
408.07          96.41           -60.62
419.41          96.46           41.20
431.07          96.40           145.72
443.05          96.38           -106.98
455.36          96.27           3.08
468.02          96.26           116.72
481.03          96.35           -125.23
494.40          96.81           -5.64
508.14          97.18           114.71
522.26          97.35           -121.58
536.78          97.46           4.88
551.70          97.39           134.27
567.03          97.15           -91.35
582.79          96.97           46.73
598.99          96.86           -172.03
615.64          96.47           -27.53
632.75          95.78           122.81
650.34          95.08           -80.94
668.42          94.11           81.12
686.99          93.25           -111.85
706.09          92.52           61.42
725.71          92.12           -122.33
745.89          91.46           59.38
766.62          90.81           -114.94
787.93          90.49           76.69
809.83          90.03           -87.96
832.33          89.60           116.35
855.47          89.06           -35.76
879.25          88.48           170.00
903.68          87.12           -2.49
928.80          86.06           -169.49
954.62          84.90           29.07
981.15          84.81           -127.65
1008.42         84.72           86.62
1036.45         85.50           -56.25
1065.26         86.38           166.83
1094.87         87.66           38.93
1125.30         88.86           -60.73
1156.58         89.24           -144.24
1188.72         89.45           140.58
1221.76         89.59           76.02
1255.72         89.90           17.13
1290.62         89.79           -39.20
1326.50         89.18           -91.95
1363.37         88.33           -178.00
1401.26         87.72           87.10
1440.21         87.26           -2.66
1480.24         86.76           -78.71
1521.38         86.55           -146.81
1563.67         85.81           165.09
1607.13         86.27           132.19
1651.80         87.86           105.93
1697.71         89.14           123.91
1744.90         89.48           -174.80
1793.40         89.73           -92.09
1843.24         90.09           0.09
1894.48         90.31           104.39
1947.13         90.38           -143.82
2001.25         90.29           -21.89
2056.88         89.74           116.82
2114.05         88.76           -88.95
2172.81         87.87           84.14
2233.20         87.01           -88.19
2295.27         86.00           116.31
2359.07         84.75           -22.38
2424.64         83.37           -142.88
2492.03         82.29           112.23
2561.29         80.69           15.44
2632.48         79.65           -81.25
2705.65         78.81           -165.66
2780.86         78.09           129.13
2858.15         77.62           81.08
2937.59         77.53           53.40
3019.24         77.56           45.06
3103.16         77.83           60.92
3189.41         78.52           99.25
3278.06         78.98           176.73
3369.17         79.10           -69.40
3462.82         79.14           62.83
3559.06         78.78           -138.81
3657.99         78.34           38.13
3759.66         78.22           -149.95
3864.16         77.82           46.34
3971.56         77.08           -87.88
4081.95         76.14           164.37
4195.41         75.51           82.89
4312.02         75.03           -22.20
4431.87         74.61           174.44
4555.05         74.62           21.16
4681.66         75.03           -66.89
4811.78         75.50           -120.04
4945.53         76.18           -143.00
5082.99         76.44           -131.29
5224.27         76.53           -85.16
5369.47         76.54           29.59
5518.72         76.59           -125.61
5672.11         76.55           119.55
5829.76         76.42           38.35
5991.80         75.87           1.55
6158.34         74.92           6.41
6329.51         74.40           59.95
6505.44         74.21           156.51
6686.25         74.15           -64.25
6872.10         74.09           132.83
7063.10         74.70           77.41
7259.42         75.76           84.13
7461.19         76.80           137.86
7668.58         77.11           -122.34
7881.72         76.99           -13.76
8100.79         76.65           114.05
8325.95         76.34           -56.77
8557.37         76.61           -170.63
8795.22         76.96           128.48
9039.68         76.67           126.27
9290.93         75.65           -171.02
9549.17         75.04           -40.86
9814.59         75.10           115.82
10087.38        75.14           -61.18
10367.76        75.12           42.34
10655.93        74.71           1.13
10952.11        73.79           -108.21
11256.52        72.95           137.39
11569.39        72.54           89.95
11890.96        72.82           83.88
12221.46        72.98           130.48
12561.16        72.72           -102.04
12910.29        72.70           150.89
13269.13        72.71           69.98
13637.94        72.55           -89.80
14017.00        72.21           -83.91
14406.60        72.01           126.38
14807.03        71.25           -4.90
15218.59        70.18           -21.05
15641.58        69.48           62.28
16076.34        69.04           -77.66
16523.17        68.69           20.45
16982.43        67.42           41.66
17454.45        67.09           64.23
17939.60        67.36           48.05
18438.22        66.81           46.38
18950.71        66.28           96.00
19477.44        70.00           -25.05
20018.81        73.36           -53.52
20575.22        73.89           98.33
21147.11        74.51           178.98
21734.88        75.22           -171.86
