Freq [Hz]       dBSPL           Phase [Deg]
3864.16         85.00           97.14
3971.56         84.74           -67.25
4081.95         84.25           158.09
4195.41         84.00           51.53
4312.02         84.38           -25.59
4431.87         84.65           -77.18
4555.05         84.79           -119.05
4681.66         84.81           -126.95
4811.78         84.93           -109.21
4945.53         85.20           -62.27
5082.99         85.50           16.48
5224.27         85.57           129.74
5369.47         85.46           -79.09
5518.72         85.81           111.45
5672.11         85.76           -7.38
5829.76         85.87           -30.87
5991.80         85.76           13.78
6158.34         85.40           61.27
6329.51         85.22           137.79
6505.44         85.47           -103.84
6686.25         85.70           55.95
6872.10         85.47           -94.31
7063.10         85.47           165.90
7259.42         85.67           107.30
7461.19         86.01           56.34
7668.58         86.36           17.16
7881.72         86.26           37.41
8100.79         85.79           89.89
8325.95         84.88           163.36
8557.37         84.60           -72.36
8795.22         86.56           103.38
9039.68         88.49           -25.59
9290.93         90.00           -63.08
9549.17         90.82           22.15
9814.59         91.15           -158.12
10087.38        91.34           110.73
10367.76        91.49           123.38
10655.93        91.81           -142.46
10952.11        92.14           29.51
11256.52        91.88           -81.42
11569.39        91.85           -115.89
11890.96        91.77           -71.74
12221.46        91.49           56.84
12561.16        91.27           -66.10
12910.29        91.16           -98.45
13269.13        90.86           -84.60
13637.94        89.96           -132.66
14017.00        89.14           -85.95
14406.60        87.79           48.10
14807.03        84.55           -107.21
15218.59        82.07           -149.50
15641.58        82.38           -91.98
16076.34        82.12           72.81
16523.17        82.61           -7.16
16982.43        83.10           -174.78
17454.45        83.29           172.61
17939.60        82.74           -123.05
18438.22        82.30           -24.16
18950.71        81.94           158.05
19477.44        81.42           89.70
20018.81        81.28           -62.72
20575.22        80.93           101.63
21147.11        80.21           -88.39
21734.88        77.78           71.14
