Freq [Hz]       dBSPL           Phase [Deg]
1440.21         88.69           -155.39
1480.24         87.93           170.74
1521.38         87.23           147.74
1563.67         86.65           149.04
1607.13         87.39           161.97
1651.80         89.03           -175.95
1697.71         90.57           -136.43
1744.90         91.05           -71.51
1793.40         91.46           12.85
1843.24         91.70           106.37
1894.48         91.91           -145.32
1947.13         92.12           -32.26
2001.25         92.01           91.01
2056.88         91.59           -126.88
2114.05         90.54           29.84
2172.81         89.75           -155.66
2233.20         88.81           34.36
2295.27         88.01           -118.78
2359.07         86.92           105.66
2424.64         85.71           -14.13
2492.03         84.50           -117.16
2561.29         83.25           152.56
2632.48         81.94           48.28
2705.65         80.67           -72.03
2780.86         79.72           -175.43
2858.15         79.04           99.64
2937.59         78.74           33.12
3019.24         78.31           -12.26
3103.16         78.72           -34.18
3189.41         79.50           -33.97
3278.06         80.24           4.63
3369.17         80.79           111.38
3462.82         80.87           -110.37
3559.06         80.67           52.96
3657.99         80.47           -115.98
3759.66         80.24           101.79
3864.16         79.86           -14.02
3971.56         78.90           -101.55
4081.95         78.30           -159.78
4195.41         77.20           169.73
4312.02         76.75           161.41
4431.87         76.00           130.09
4555.05         75.92           67.63
4681.66         75.80           38.57
4811.78         76.72           36.94
4945.53         77.86           67.93
5082.99         78.36           128.86
5224.27         78.75           -135.22
5369.47         78.95           0.10
5518.72         79.06           -161.62
5672.11         79.03           98.18
5829.76         78.95           -17.61
5991.80         78.55           -124.91
6158.34         77.81           162.29
6329.51         77.29           137.25
6505.44         77.11           155.80
6686.25         76.76           -143.41
6872.10         76.36           -49.64
7063.10         76.70           98.71
7259.42         77.80           19.14
7461.19         79.03           16.68
7668.58         79.30           80.77
7881.72         79.00           175.29
8100.79         78.56           -109.80
8325.95         78.21           -62.59
8557.37         78.84           30.41
8795.22         79.46           -147.91
9039.68         79.33           68.47
9290.93         78.34           -28.14
9549.17         77.65           -53.81
9814.59         78.01           -70.16
10087.38        78.32           -31.26
10367.76        78.33           -37.89
10655.93        78.05           -164.93
10952.11        77.19           55.86
11256.52        76.35           -0.84
11569.39        76.15           17.03
11890.96        76.29           65.23
12221.46        76.28           -141.13
12561.16        75.94           168.52
12910.29        75.74           4.19
13269.13        75.40           118.25
13637.94        74.92           -157.91
14017.00        74.21           89.24
14406.60        74.08           -140.84
14807.03        73.64           148.44
15218.59        72.32           -174.59
15641.58        71.33           -30.21
16076.34        70.84           -145.52
16523.17        70.75           67.28
16982.43        70.29           104.92
17454.45        70.16           -175.36
17939.60        70.07           -108.19
18438.22        69.28           -51.61
18950.71        68.72           -124.09
19477.44        70.58           161.05
20018.81        73.11           -145.73
20575.22        73.59           -0.59
21147.11        74.17           -71.81
21734.88        74.79           167.92
