Freq [Hz]       dBSPL           Phase [Deg]
582.79          106.62          -142.73
598.99          106.76          4.19
615.64          106.74          153.88
632.75          106.54          -50.03
650.34          106.44          111.31
668.42          106.15          -82.42
686.99          106.05          89.41
706.09          105.89          -94.37
725.71          105.84          87.24
745.89          105.86          -85.71
766.62          105.99          106.08
787.93          106.28          -56.50
809.83          106.57          144.75
832.33          107.01          -8.90
855.47          107.20          -158.31
879.25          107.41          58.53
903.68          107.52          -78.43
928.80          107.61          150.41
954.62          107.58          25.18
981.15          107.52          -93.24
1008.42         107.32          155.53
1036.45         107.03          51.89
1065.26         106.70          -42.76
1094.87         106.55          -129.93
1125.30         106.61          150.96
1156.58         106.92          78.48
1188.72         107.13          12.89
1221.76         107.32          -44.77
1255.72         107.48          -94.28
1290.62         107.51          -135.90
1326.50         107.55          -167.71
1363.37         107.67          169.09
1401.26         107.84          154.75
1440.21         107.72          149.91
1480.24         107.67          155.90
1521.38         107.63          172.49
1563.67         107.62          -152.87
1607.13         107.76          -107.43
1651.80         108.04          -55.14
1697.71         108.21          9.34
1744.90         108.22          85.19
1793.40         108.18          174.91
1843.24         108.10          -83.26
1894.48         108.07          32.06
1947.13         108.13          156.13
2001.25         108.11          -70.30
2056.88         107.87          80.63
2114.05         107.47          -113.88
2172.81         107.07          68.33
2233.20         106.55          -94.08
2295.27         105.89          122.57
2359.07         105.28          -3.81
2424.64         104.65          -114.01
2492.03         104.05          154.61
2561.29         103.65          79.71
2632.48         103.56          23.90
2705.65         103.49          -13.91
2780.86         103.56          -32.05
2858.15         103.79          -33.01
2937.59         103.91          -14.16
3019.24         104.08          25.56
3103.16         104.29          87.05
3189.41         104.47          169.03
3278.06         104.65          -86.02
3369.17         104.69          41.38
3462.82         104.63          -168.29
3559.06         104.44          5.97
3657.99         104.15          -153.88
3759.66         103.84          74.29
3864.16         103.45          -31.63
3971.56         102.94          -109.06
4081.95         102.41          -159.53
4195.41         101.96          -179.91
4312.02         101.82          -171.67
4431.87         101.63          -134.46
4555.05         101.40          -66.81
4681.66         101.14          33.75
4811.78         100.66          165.87
4945.53         100.23          -26.66
5082.99         99.68           176.56
5224.27         98.93           55.02
5369.47         97.83           -26.50
5518.72         96.67           -68.50
5672.11         95.71           -71.97
5829.76         95.53           -36.72
5991.80         95.42           40.69
6158.34         95.20           157.93
6329.51         95.38           -37.21
6505.44         95.93           169.35
6686.25         96.18           58.07
6872.10         96.26           -5.25
7063.10         96.31           -17.13
7259.42         96.74           19.49
7461.19         97.21           106.17
7668.58         97.53           -119.48
7881.72         97.44           68.74
8100.79         97.14           -43.91
8325.95         97.14           -95.91
8557.37         97.73           -90.83
8795.22         98.31           -28.34
9039.68         98.73           95.17
9290.93         98.91           -76.44
9549.17         99.35           177.95
9814.59         99.79           137.57
10087.38        100.04          162.80
10367.76        100.10          -102.28
10655.93        100.00          63.80
10952.11        99.59           -53.41
11256.52        99.03           -90.77
11569.39        98.40           -47.91
11890.96        97.86           77.85
12221.46        97.42           -73.17
12561.16        97.14           -136.46
12910.29        97.21           -112.02
13269.13        97.20           2.85
13637.94        97.32           -149.72
14017.00        97.81           153.97
14406.60        98.78           -166.28
14807.03        99.56           -30.83
15218.59        100.27          -150.84
15641.58        100.73          -167.30
16076.34        100.61          -78.19
16523.17        100.38          124.59
16982.43        100.15          87.41
17454.45        99.86           165.84
17939.60        99.10           -0.84
18438.22        97.97           -4.95
18950.71        95.80           -57.67
19477.44        92.27           44.56
20018.81        88.36           52.53
20575.22        87.40           119.61
21147.11        86.78           -97.16
21734.88        84.11           146.75
