Freq [Hz]       dBSPL           Phase [Deg]
3864.16         107.20          -30.73
3971.56         106.94          -108.45
4081.95         106.69          -159.66
4195.41         106.59          179.05
4312.02         106.78          -173.71
4431.87         106.95          -137.63
4555.05         107.04          -71.20
4681.66         107.02          27.77
4811.78         106.83          157.10
4945.53         106.64          -38.53
5082.99         106.33          161.79
5224.27         105.89          37.57
5369.47         105.25          -46.72
5518.72         104.70          -92.41
5672.11         104.50          -99.92
5829.76         104.54          -69.37
5991.80         104.59          4.25
6158.34         104.57          115.89
6329.51         104.73          -84.86
6505.44         105.11          117.21
6686.25         105.41          0.88
6872.10         105.40          -68.50
7063.10         105.11          -86.47
7259.42         105.11          -54.37
7461.19         105.34          27.52
7668.58         105.43          157.56
7881.72         105.25          -19.09
8100.79         104.77          -137.71
8325.95         104.13          165.48
8557.37         103.91          167.84
8795.22         103.76          -132.70
9039.68         103.37          -11.43
9290.93         102.60          174.45
9549.17         101.97          67.55
9814.59         101.87          26.96
10087.38        101.75          52.52
10367.76        101.56          149.59
10655.93        101.08          -41.28
10952.11        100.15          -153.32
11256.52        99.68           173.50
11569.39        99.42           -143.04
11890.96        99.10           -18.67
12221.46        98.92           -169.14
12561.16        99.45           127.66
12910.29        99.88           148.78
13269.13        100.17          -100.23
13637.94        100.48          100.55
14017.00        100.77          37.20
14406.60        101.13          71.38
14807.03        101.31          -154.72
15218.59        101.34          82.84
15641.58        101.14          66.36
16076.34        100.80          159.80
16523.17        100.66          2.42
16982.43        100.23          -38.52
17454.45        99.62           40.63
17939.60        98.43           -111.81
18438.22        97.08           -138.16
18950.71        95.34           -32.20
19477.44        93.49           -146.88
20018.81        91.74           -14.25
20575.22        90.07           -42.52
21147.11        88.42           -20.41
21734.88        87.69           56.53
