Freq [Hz]       dBSPL           Phase [Deg]
4312.02         78.51           60.37
4431.87         78.06           -110.24
4555.05         78.08           90.26
4681.66         77.84           -31.55
4811.78         77.69           -93.77
4945.53         77.24           -108.53
5082.99         76.67           -87.96
5224.27         75.95           3.54
5369.47         75.73           158.59
5518.72         75.52           24.70
5672.11         75.94           -110.51
5829.76         75.63           140.96
5991.80         75.52           66.89
6158.34         75.27           5.73
6329.51         75.52           -35.97
6505.44         76.03           -66.85
6686.25         76.04           -67.64
6872.10         76.35           -100.84
7063.10         77.39           -75.05
7259.42         79.08           36.04
7461.19         79.72           -152.38
7668.58         80.43           35.31
7881.72         80.41           -100.22
8100.79         80.17           -168.83
8325.95         80.10           -157.67
8557.37         80.16           -101.00
8795.22         79.83           28.80
9039.68         78.04           175.04
9290.93         77.57           -101.13
9549.17         76.09           -17.61
9814.59         75.69           78.71
10087.38        75.65           -167.10
10367.76        76.21           -83.95
10655.93        76.49           18.63
10952.11        76.31           116.56
11256.52        75.92           -127.51
11569.39        75.84           -0.60
11890.96        75.83           87.25
12221.46        75.37           103.71
12561.16        74.97           98.45
12910.29        74.52           123.55
13269.13        73.22           99.06
13637.94        72.33           2.03
14017.00        72.15           -151.70
14406.60        72.72           54.80
14807.03        72.24           35.37
15218.59        72.12           47.77
15641.58        71.88           88.77
16076.34        71.64           -162.75
16523.17        71.40           43.62
16982.43        70.44           -9.10
17454.45        70.44           -169.88
17939.60        70.39           -167.78
18438.22        69.04           -81.91
18950.71        68.59           -44.02
19477.44        73.25           159.59
20018.81        76.77           -31.13
20575.22        77.32           123.20
21147.11        77.95           13.06
21734.88        78.64           -138.63
