Freq [Hz]       dBSPL           Phase [Deg]
4945.53         95.33           70.61
5082.99         95.02           -88.05
5224.27         94.50           149.58
5369.47         93.37           68.23
5518.72         92.29           27.59
5672.11         92.05           25.56
5829.76         92.04           58.41
5991.80         91.72           134.88
6158.34         91.39           -106.98
6329.51         91.16           60.56
6505.44         91.74           -88.46
6686.25         92.31           161.96
6872.10         92.44           97.68
7063.10         92.00           86.08
7259.42         92.03           126.70
7461.19         92.98           -141.91
7668.58         93.68           -7.59
7881.72         93.81           178.80
8100.79         93.60           59.47
8325.95         92.98           0.80
8557.37         92.52           3.39
8795.22         92.09           68.05
9039.68         91.50           126.71
9290.93         90.75           -121.36
9549.17         89.47           57.52
9814.59         89.77           -56.23
10087.38        90.34           -103.62
10367.76        90.72           -81.32
10655.93        90.95           11.02
10952.11        91.11           178.67
11256.52        91.22           103.48
11569.39        90.95           147.88
11890.96        91.03           -83.76
12221.46        91.58           127.52
12561.16        92.13           64.88
12910.29        92.56           87.52
13269.13        92.52           -159.47
13637.94        92.45           44.00
14017.00        92.35           -15.91
14406.60        92.32           6.83
14807.03        92.02           85.08
15218.59        91.40           -98.27
15641.58        91.27           -179.61
16076.34        90.09           -154.61
16523.17        89.70           -15.91
16982.43        89.66           -120.63
17454.45        89.62           -107.94
17939.60        89.53           31.31
18438.22        89.45           -65.86
18950.71        88.98           41.03
19477.44        86.72           20.38
20018.81        83.50           -107.34
20575.22        82.08           -111.47
21147.11        80.37           -59.61
21734.88        79.56           60.55
