Freq [Hz]       dBSPL           Phase [Deg]
1125.30         88.01           39.17
1156.58         89.41           -52.95
1188.72         89.49           -132.59
1221.76         89.66           162.13
1255.72         90.07           92.94
1290.62         89.69           20.50
1326.50         88.77           -44.75
1363.37         88.30           -104.49
1401.26         88.78           -167.80
1440.21         87.36           136.59
1480.24         87.49           94.34
1521.38         87.29           61.39
1563.67         87.05           46.54
1607.13         86.89           49.85
1651.80         87.60           70.63
1697.71         88.46           107.35
1744.90         88.90           157.28
1793.40         88.66           -171.69
1843.24         88.81           -136.76
1894.48         88.49           -90.70
1947.13         88.06           -34.19
2001.25         87.89           30.99
2056.88         87.42           83.14
2114.05         86.63           126.85
2172.81         84.41           158.15
2233.20         83.39           -159.01
2295.27         82.05           -91.13
2359.07         81.27           -27.50
2424.64         80.68           21.02
2492.03         79.79           41.63
2561.29         79.34           60.65
2632.48         78.75           98.21
2705.65         78.53           153.90
2780.86         78.43           -124.84
2858.15         78.05           -27.73
2937.59         78.07           49.02
3019.24         77.95           153.51
3103.16         78.61           -78.24
3189.41         79.08           93.75
3278.06         78.99           -74.02
3369.17         79.10           130.46
3462.82         79.37           -17.66
3559.06         79.69           175.56
3657.99         79.54           34.35
3759.66         79.57           -146.31
3864.16         80.08           39.42
3971.56         80.04           -140.13
4081.95         80.15           40.31
4195.41         80.28           -153.00
4312.02         79.67           9.81
4431.87         79.05           -158.80
4555.05         79.40           43.31
4681.66         79.32           -66.07
4811.78         78.99           -131.82
4945.53         78.30           159.96
5082.99         77.98           79.95
5224.27         76.93           -2.39
5369.47         76.80           -34.67
5518.72         76.56           -67.20
5672.11         77.26           -98.88
5829.76         76.87           -105.96
5991.80         76.89           -88.96
6158.34         76.50           -59.83
6329.51         76.84           -6.13
6505.44         77.10           126.71
6686.25         77.33           -107.78
6872.10         77.63           0.48
7063.10         78.59           169.93
7259.42         79.14           2.55
7461.19         79.73           -125.94
7668.58         81.10           156.60
7881.72         81.16           155.13
8100.79         80.94           -175.58
8325.95         80.91           -107.09
8557.37         80.94           12.88
8795.22         80.61           131.45
9039.68         79.61           -161.46
9290.93         79.20           -103.80
9549.17         77.14           -93.78
9814.59         76.56           -95.17
10087.38        77.23           -112.90
10367.76        78.03           -69.72
10655.93        78.56           49.25
10952.11        78.72           -130.66
11256.52        78.60           126.99
11569.39        78.53           -32.01
11890.96        78.79           -148.54
12221.46        78.81           101.85
12561.16        78.37           -44.62
12910.29        77.79           108.23
13269.13        76.68           158.23
13637.94        75.67           74.60
14017.00        75.97           -10.77
14406.60        76.13           -3.82
14807.03        75.45           17.79
15218.59        74.83           64.55
15641.58        75.17           -140.24
16076.34        74.78           127.34
16523.17        74.65           94.53
16982.43        74.11           -119.01
17454.45        73.75           172.91
17939.60        72.92           -109.09
18438.22        71.93           -154.47
18950.71        71.38           -70.98
19477.44        74.00           -19.41
20018.81        76.96           172.84
20575.22        77.45           76.14
21147.11        78.03           92.23
21734.88        78.72           -109.02
