Freq [Hz]       dBSPL           Phase [Deg]
3759.66         78.95           165.74
3864.16         79.08           -125.52
3971.56         78.94           -45.30
4081.95         78.67           14.44
4195.41         78.62           38.84
4312.02         77.98           99.27
4431.87         77.36           136.77
4555.05         76.89           133.39
4681.66         76.55           104.38
4811.78         76.64           136.71
4945.53         76.27           -117.83
5082.99         75.62           66.00
5224.27         75.21           -25.16
5369.47         74.66           -96.63
5518.72         74.47           -108.04
5672.11         74.67           -73.19
5829.76         74.36           14.71
5991.80         73.90           126.04
6158.34         73.31           -140.87
6329.51         73.37           -71.64
6505.44         73.86           -22.14
6686.25         74.01           33.41
6872.10         74.31           91.92
7063.10         75.05           177.69
7259.42         76.54           -19.48
7461.19         77.21           -158.34
7668.58         77.67           81.95
7881.72         77.57           -21.59
8100.79         77.21           -104.79
8325.95         77.05           -115.89
8557.37         77.12           -15.88
8795.22         77.16           -166.64
9039.68         75.95           94.06
9290.93         75.33           13.31
9549.17         74.62           22.66
9814.59         75.07           111.55
10087.38        75.67           -83.98
10367.76        76.05           70.10
10655.93        75.85           101.10
10952.11        75.66           -33.38
11256.52        75.19           111.87
11569.39        74.82           -122.59
11890.96        74.59           -25.80
12221.46        74.17           166.86
12561.16        72.91           -44.28
12910.29        72.20           69.95
13269.13        72.00           146.52
13637.94        71.79           -124.24
14017.00        71.33           -134.77
14406.60        71.40           -127.82
14807.03        71.05           -122.01
15218.59        70.69           158.38
15641.58        70.41           83.45
16076.34        69.64           -174.01
16523.17        69.15           81.66
16982.43        67.48           156.15
17454.45        67.34           90.52
17939.60        68.11           76.37
18438.22        67.55           127.71
18950.71        67.30           105.77
19477.44        72.35           -138.73
20018.81        75.71           179.83
20575.22        76.25           -112.65
21147.11        76.89           -16.80
21734.88        77.59           21.72
