Freq [Hz]       dBSPL           Phase [Deg]
327.70          105.15          34.80
336.81          105.03          117.32
346.17          104.93          -157.81
355.80          104.83          -70.72
365.68          104.68          19.28
375.85          104.63          112.16
386.29          104.54          -152.83
397.03          104.32          -53.77
408.07          104.45          47.94
419.41          104.59          151.31
431.07          104.58          -102.67
443.05          104.53          7.25
455.36          104.63          119.32
468.02          104.61          -126.07
481.03          104.53          -6.38
494.40          104.70          115.87
508.14          104.75          -118.92
522.26          104.74          10.70
536.78          104.87          143.93
551.70          105.07          -79.69
567.03          105.27          60.54
582.79          105.43          -156.23
598.99          105.59          -10.05
615.64          105.51          139.43
632.75          105.20          -64.36
650.34          105.02          96.36
668.42          104.72          -97.71
686.99          104.54          73.23
706.09          104.29          -111.06
725.71          104.11          69.86
745.89          104.09          -103.35
766.62          104.09          87.98
787.93          104.28          -75.24
809.83          104.40          125.79
832.33          104.66          -28.22
855.47          104.75          -177.22
879.25          104.88          39.57
903.68          104.87          -97.71
928.80          104.84          130.88
954.62          104.72          5.46
981.15          104.56          -113.14
1008.42         104.30          135.97
1036.45         103.96          32.38
1065.26         103.53          -62.72
1094.87         103.24          -149.86
1125.30         103.03          130.52
1156.58         102.93          59.26
1188.72         103.06          -4.71
1221.76         103.40          -62.03
1255.72         103.67          -111.84
1290.62         103.78          -154.88
1326.50         103.75          171.01
1363.37         103.71          145.67
1401.26         103.58          129.89
1440.21         103.42          123.86
1480.24         103.10          126.55
1521.38         102.43          140.04
1563.67         101.85          171.88
1607.13         101.30          -145.21
1651.80         100.94          -93.94
1697.71         100.39          -29.04
1744.90         99.77           47.76
1793.40         99.08           137.47
1843.24         97.90           -122.16
1894.48         96.57           -7.01
1947.13         95.51           118.43
2001.25         94.66           -106.13
2056.88         93.60           43.68
2114.05         92.96           176.73
2172.81         91.81           -101.87
2233.20         90.47           -14.03
2295.27         88.53           87.51
2359.07         87.36           -154.34
2424.64         87.38           -18.79
2492.03         87.09           132.18
2561.29         87.27           -52.47
2632.48         89.29           151.39
2705.65         90.92           78.37
2780.86         91.89           52.81
2858.15         92.47           48.34
2937.59         92.75           67.08
3019.24         92.96           105.67
3103.16         93.07           169.62
3189.41         93.38           -107.85
3278.06         93.51           -2.13
3369.17         93.69           128.49
3462.82         94.01           -76.75
3559.06         94.35           101.25
3657.99         94.66           -54.71
3759.66         95.01           175.14
3864.16         95.22           69.41
3971.56         95.27           -10.13
4081.95         95.25           -62.84
4195.41         95.01           -85.95
4312.02         94.82           -80.99
4431.87         94.28           -46.47
4555.05         93.58           21.41
4681.66         92.80           124.70
4811.78         92.11           -100.25
4945.53         91.51           69.85
5082.99         90.89           -82.88
5224.27         90.03           162.63
5369.47         88.70           88.78
5518.72         88.83           52.62
5672.11         89.80           53.12
5829.76         90.04           88.21
5991.80         90.21           167.88
6158.34         90.48           -74.58
6329.51         90.78           89.86
6505.44         91.27           -66.77
6686.25         91.44           176.12
6872.10         91.01           105.01
7063.10         89.73           79.91
7259.42         89.03           81.03
7461.19         89.11           131.45
7668.58         88.68           -130.50
7881.72         88.37           25.03
8100.79         87.60           -123.21
8325.95         87.24           150.83
8557.37         87.81           123.86
8795.22         88.77           157.12
9039.68         90.13           -77.40
9290.93         91.40           110.45
9549.17         92.44           6.91
9814.59         93.20           -35.01
10087.38        93.30           -12.09
10367.76        93.19           69.14
10655.93        92.91           159.27
10952.11        92.65           -36.02
11256.52        92.29           -152.98
11569.39        91.73           167.01
11890.96        90.87           -154.46
12221.46        89.45           -36.57
12561.16        88.59           162.34
12910.29        88.92           80.28
13269.13        89.23           140.63
13637.94        89.23           -47.73
14017.00        89.80           -139.23
14406.60        90.58           -136.77
14807.03        90.23           -33.22
15218.59        89.87           -179.59
15641.58        89.87           149.39
16076.34        89.59           -124.17
16523.17        89.20           83.55
16982.43        88.96           47.70
17454.45        88.45           119.89
17939.60        85.75           -67.59
18438.22        82.77           -159.05
18950.71        80.23           -131.95
19477.44        79.08           149.48
20018.81        79.87           122.48
20575.22        80.17           98.47
21147.11        80.44           123.13
21734.88        80.16           -148.47
