Freq [Hz]       dBSPL           Phase [Deg]
301.83          96.27           27.74
310.22          96.12           99.00
318.84          96.10           171.24
327.70          95.80           -112.57
336.81          95.49           -34.08
346.17          95.14           46.58
355.80          94.72           130.27
365.68          94.49           -142.84
375.85          94.25           -55.13
386.29          93.91           34.47
397.03          93.19           127.03
408.07          92.72           -129.96
419.41          92.28           -30.08
431.07          91.70           72.35
443.05          91.19           -178.88
455.36          90.70           -70.67
468.02          89.47           42.24
481.03          88.10           164.62
494.40          87.67           -71.52
508.14          88.30           52.73
522.26          89.09           -179.86
536.78          89.76           -49.00
551.70          90.37           83.90
567.03          90.72           -142.10
582.79          90.82           -3.08
598.99          91.20           135.96
615.64          91.16           -81.00
632.75          91.02           69.55
650.34          90.54           -138.21
668.42          89.80           22.95
686.99          89.52           -172.46
706.09          88.72           -1.98
725.71          88.59           173.98
745.89          88.55           -4.49
766.62          88.89           178.83
787.93          88.71           2.80
809.83          88.24           -162.66
832.33          88.01           38.29
855.47          87.63           -113.36
879.25          87.35           101.94
903.68          86.77           -38.31
928.80          86.23           -170.00
954.62          84.37           62.54
981.15          84.29           -47.27
1008.42         85.99           -154.14
1036.45         86.62           77.37
1065.26         86.75           -64.35
1094.87         87.37           160.69
1125.30         89.43           34.47
1156.58         91.18           -89.81
1188.72         92.34           153.86
1221.76         92.83           31.81
1255.72         92.59           -77.30
1290.62         92.39           -166.00
1326.50         92.39           156.40
1363.37         92.24           121.67
1401.26         91.75           96.07
1440.21         90.45           83.70
1480.24         88.71           84.44
1521.38         85.88           100.43
1563.67         85.69           137.64
1607.13         86.53           177.63
1651.80         87.62           -141.80
1697.71         87.81           -86.68
1744.90         88.12           -20.33
1793.40         88.12           58.22
1843.24         88.29           148.18
1894.48         88.25           -112.32
1947.13         88.26           -3.53
2001.25         87.95           113.93
2056.88         86.92           -110.68
2114.05         85.92           41.86
2172.81         85.17           -151.35
2233.20         84.28           30.54
2295.27         83.53           -131.91
2359.07         81.95           87.15
2424.64         80.82           -40.78
2492.03         79.84           -156.44
2561.29         78.80           91.98
2632.48         78.09           -67.36
2705.65         77.42           113.97
2780.86         77.01           -45.86
2858.15         77.13           166.65
2937.59         77.18           40.16
3019.24         76.96           -67.57
3103.16         76.69           -163.32
3189.41         77.13           93.06
3278.06         77.45           72.62
3369.17         77.89           124.52
3462.82         77.75           -153.61
3559.06         77.78           -46.35
3657.99         77.65           86.10
3759.66         77.36           -115.15
3864.16         77.00           32.76
3971.56         76.82           -113.39
4081.95         76.22           84.16
4195.41         75.42           -51.96
4312.02         74.53           -163.48
4431.87         73.31           -3.27
4555.05         72.79           117.10
4681.66         72.45           -105.07
4811.78         72.69           85.77
4945.53         73.16           -31.73
5082.99         73.56           -90.13
5224.27         73.94           -98.92
5369.47         74.07           -72.20
5518.72         74.31           53.80
5672.11         73.95           -35.26
5829.76         73.91           -105.60
5991.80         73.70           175.95
6158.34         73.28           118.59
6329.51         73.08           67.35
6505.44         73.12           59.18
6686.25         73.23           89.19
6872.10         73.01           127.59
7063.10         73.65           178.98
7259.42         76.10           -51.74
7461.19         76.58           174.94
7668.58         76.79           106.36
7881.72         76.70           87.92
8100.79         76.43           64.62
8325.95         76.04           13.34
8557.37         76.08           50.78
8795.22         76.21           -175.90
9039.68         74.78           29.70
9290.93         73.82           -62.89
9549.17         73.60           -122.74
9814.59         73.57           114.32
10087.38        73.57           -82.75
10367.76        73.57           -34.17
10655.93        73.35           179.75
10952.11        73.04           -74.46
11256.52        72.24           -27.60
11569.39        71.72           44.88
11890.96        71.39           89.67
12221.46        71.27           -58.79
12561.16        70.84           -62.94
12910.29        70.72           89.55
13269.13        70.56           -171.25
13637.94        70.36           -154.61
14017.00        69.85           135.82
14406.60        69.77           -3.67
14807.03        68.86           -162.05
15218.59        68.08           75.15
15641.58        67.91           -6.34
16076.34        67.62           17.75
16523.17        67.52           -159.13
16982.43        65.73           -113.84
17454.45        65.75           147.91
17939.60        67.06           -107.73
18438.22        66.59           154.61
18950.71        66.49           -15.13
19477.44        72.01           -42.15
20018.81        75.71           -94.77
20575.22        76.25           -177.81
21147.11        76.89           -60.03
21734.88        77.62           130.20
