Freq [Hz]       dBSPL           Phase [Deg]
263.17          103.94          164.83
270.48          104.01          -131.73
278.00          104.03          -66.65
285.73          103.95          0.91
293.67          103.85          71.06
301.83          103.77          143.75
310.22          103.73          -141.53
318.84          103.69          -64.90
327.70          103.50          14.15
336.81          103.33          95.96
346.17          103.21          179.94
355.80          103.05          -94.22
365.68          102.80          -5.28
375.85          102.59          87.02
386.29          102.39          -178.51
397.03          102.08          -80.54
408.07          102.09          20.83
419.41          102.18          123.79
431.07          102.04          -130.70
443.05          101.83          -20.96
455.36          101.89          91.24
468.02          101.80          -154.38
481.03          101.67          -34.51
494.40          101.82          88.43
508.14          101.83          -146.60
522.26          101.77          -17.44
536.78          101.75          115.60
551.70          101.91          -107.57
567.03          102.13          32.51
582.79          102.35          176.13
598.99          102.60          -38.65
615.64          102.53          109.61
632.75          102.27          -96.21
650.34          102.03          63.11
668.42          101.74          -131.68
686.99          101.63          37.52
706.09          101.28          -148.53
725.71          100.98          30.53
745.89          100.71          -144.40
766.62          100.48          44.90
787.93          100.43          -120.25
809.83          100.27          79.61
832.33          100.14          -75.39
855.47          99.79           135.75
879.25          99.62           -6.59
903.68          99.37           -143.78
928.80          99.02           84.58
954.62          98.41           -39.65
981.15          98.03           -156.63
1008.42         97.67           94.29
1036.45         97.31           -7.31
1065.26         97.01           -102.70
1094.87         96.70           169.59
1125.30         96.11           87.46
1156.58         95.70           19.51
1188.72         96.06           -43.26
1221.76         96.69           -100.40
1255.72         97.08           -151.73
1290.62         97.34           162.47
1326.50         97.31           121.75
1363.37         97.00           87.80
1401.26         96.48           63.60
1440.21         96.22           53.95
1480.24         95.25           51.20
1521.38         93.80           50.80
1563.67         92.16           66.33
1607.13         91.25           89.58
1651.80         90.52           121.72
1697.71         91.81           168.98
1744.90         92.73           -134.80
1793.40         93.44           -67.61
1843.24         94.10           7.40
1894.48         94.78           103.76
1947.13         95.16           -144.13
2001.25         95.37           -19.52
2056.88         95.29           126.80
2114.05         95.10           -72.21
2172.81         94.80           107.33
2233.20         94.75           -58.77
2295.27         94.42           152.81
2359.07         94.13           20.01
2424.64         93.57           -94.45
2492.03         93.18           169.01
2561.29         93.03           86.97
2632.48         92.64           23.24
2705.65         92.07           -24.04
2780.86         91.37           -52.06
2858.15         90.51           -56.93
2937.59         89.63           -31.91
3019.24         88.94           14.66
3103.16         88.11           84.11
3189.41         87.17           173.63
3278.06         86.74           -72.80
3369.17         86.63           64.01
3462.82         87.05           -135.66
3559.06         87.54           42.68
3657.99         87.62           -123.35
3759.66         87.49           83.31
3864.16         87.39           -59.87
3971.56         86.87           -177.26
4081.95         86.59           93.63
4195.41         86.18           34.04
4312.02         86.66           2.89
4431.87         87.24           -0.25
4555.05         87.35           28.71
4681.66         87.50           90.80
4811.78         87.52           -162.17
4945.53         87.34           -25.54
5082.99         87.15           143.91
5224.27         86.86           -12.24
5369.47         86.33           -130.23
5518.72         86.06           147.22
5672.11         85.50           107.88
5829.76         85.92           110.06
5991.80         86.30           155.39
6158.34         86.41           -113.88
6329.51         86.33           2.68
6505.44         86.24           124.29
6686.25         86.23           -72.19
6872.10         86.15           140.13
7063.10         87.03           44.04
7259.42         88.40           -7.32
7461.19         89.25           -8.80
7668.58         89.47           38.25
7881.72         89.48           146.53
8100.79         89.48           -19.13
8325.95         89.31           -127.82
8557.37         89.15           -179.59
8795.22         89.17           178.73
9039.68         89.52           -128.39
9290.93         90.62           -13.75
9549.17         92.46           164.18
9814.59         93.64           44.78
10087.38        93.96           1.56
10367.76        94.00           41.33
10655.93        94.03           143.73
10952.11        94.06           -38.17
11256.52        93.99           -137.70
11569.39        94.02           -160.77
11890.96        93.90           -107.10
12221.46        93.61           27.34
12561.16        93.32           -110.23
12910.29        93.40           -157.34
13269.13        93.39           -108.21
13637.94        93.19           32.79
14017.00        92.92           -134.59
14406.60        92.28           144.73
14807.03        90.75           166.97
15218.59        88.49           -64.17
15641.58        87.17           170.67
16076.34        86.57           154.78
16523.17        86.27           -108.00
16982.43        86.32           110.50
17454.45        86.46           116.86
17939.60        86.32           -86.55
18438.22        85.93           153.17
18950.71        84.41           156.83
19477.44        81.89           -163.38
20018.81        80.67           95.80
20575.22        80.14           -19.67
21147.11        79.55           -114.14
21734.88        78.64           169.47
