Freq [Hz]       dBSPL           Phase [Deg]
346.17          96.05           23.45
355.80          95.76           105.20
365.68          95.45           -169.17
375.85          95.31           -82.01
386.29          95.05           7.25
397.03          94.73           99.72
408.07          94.28           -167.58
419.41          94.00           -69.69
431.07          93.58           30.25
443.05          93.12           134.23
455.36          92.92           -120.42
468.02          92.32           -14.28
481.03          91.24           99.10
494.40          90.64           -141.50
508.14          90.38           -16.04
522.26          90.11           111.48
536.78          89.89           -119.23
551.70          89.67           14.26
567.03          89.67           150.16
582.79          89.57           -69.98
598.99          89.69           75.23
615.64          89.55           -141.26
632.75          88.83           9.59
650.34          88.69           161.34
668.42          87.97           -40.64
686.99          87.77           125.79
706.09          87.06           -65.99
725.71          86.31           109.56
745.89          85.45           -69.63
766.62          85.32           115.68
787.93          85.67           -59.37
809.83          85.19           121.02
832.33          84.94           -72.77
855.47          84.15           88.08
879.25          83.59           -95.23
903.68          83.10           85.72
928.80          83.03           -87.16
954.62          82.30           103.09
981.15          80.71           -76.95
1008.42         81.69           101.85
1036.45         82.92           -83.85
1065.26         82.90           81.74
1094.87         83.24           -133.23
1125.30         84.95           14.79
1156.58         86.39           167.48
1188.72         87.31           -35.62
1221.76         88.23           136.24
1255.72         88.21           -31.62
1290.62         87.82           162.58
1326.50         87.88           46.88
1363.37         88.03           -41.87
1401.26         88.50           -113.64
1440.21         87.87           -174.86
1480.24         87.31           139.99
1521.38         86.36           110.18
1563.67         86.08           104.69
1607.13         86.83           130.32
1651.80         87.82           167.36
1697.71         88.59           -144.19
1744.90         88.54           -82.06
1793.40         88.69           -7.40
1843.24         88.68           78.24
1894.48         88.63           175.32
1947.13         88.71           -80.54
2001.25         88.53           31.94
2056.88         87.86           161.01
2114.05         86.43           -52.91
2172.81         85.85           110.51
2233.20         84.13           -70.35
2295.27         83.48           128.37
2359.07         82.61           -23.63
2424.64         81.12           171.21
2492.03         80.90           13.09
2561.29         79.72           -147.32
2632.48         79.34           46.72
2705.65         79.03           -134.23
2780.86         78.70           -12.44
2858.15         78.79           114.43
2937.59         78.91           -101.92
3019.24         78.89           82.62
3103.16         78.36           -46.50
3189.41         78.91           -148.98
3278.06         79.09           159.87
3369.17         78.76           167.43
3462.82         78.87           -117.94
3559.06         78.54           28.64
3657.99         78.38           -159.84
3759.66         78.07           12.92
3864.16         77.81           -165.53
3971.56         77.28           -32.73
4081.95         76.64           82.64
4195.41         76.76           -143.33
4312.02         75.62           -33.85
4431.87         75.40           46.25
4555.05         75.01           143.69
4681.66         74.97           -113.39
4811.78         75.32           42.38
4945.53         75.67           -87.41
5082.99         75.44           -122.47
5224.27         75.37           -99.39
5369.47         75.32           -18.29
5518.72         75.15           167.15
5672.11         75.01           -10.63
5829.76         74.92           161.07
5991.80         74.53           -11.05
6158.34         73.83           159.73
6329.51         73.46           5.74
6505.44         73.79           -139.21
6686.25         73.66           88.28
6872.10         73.84           -8.81
7063.10         74.37           -21.61
7259.42         75.35           44.71
7461.19         75.94           177.39
7668.58         76.24           7.13
7881.72         76.15           178.07
8100.79         75.89           9.76
8325.95         75.51           -98.29
8557.37         75.37           -147.48
8795.22         75.44           -143.25
9039.68         74.72           -61.63
9290.93         73.65           23.36
9549.17         72.83           69.52
9814.59         73.31           170.19
10087.38        73.45           -51.54
10367.76        73.49           53.83
10655.93        73.45           63.97
10952.11        73.27           -72.33
11256.52        72.92           97.19
11569.39        72.62           -81.38
11890.96        72.19           -174.17
12221.46        71.92           -107.07
12561.16        71.21           102.05
12910.29        70.62           -55.08
13269.13        70.61           98.27
13637.94        70.35           -61.26
14017.00        70.06           82.38
14406.60        70.14           53.77
14807.03        69.43           -90.09
15218.59        69.03           -8.25
15641.58        69.04           -110.07
16076.34        68.88           4.45
16523.17        68.90           112.75
16982.43        67.53           145.75
17454.45        67.39           176.38
17939.60        68.02           48.50
18438.22        67.56           -161.79
18950.71        67.34           -12.02
19477.44        72.60           -137.20
20018.81        76.03           -88.48
20575.22        76.56           138.80
21147.11        77.17           -122.06
21734.88        77.90           -162.41
