Freq [Hz]       dBSPL           Phase [Deg]
189.39          103.60          -123.51
194.65          103.59          -79.88
200.06          103.53          -34.95
205.62          103.39          11.73
211.34          103.21          60.58
217.21          103.05          111.55
223.25          102.96          164.39
229.46          102.88          -141.51
235.83          102.81          -86.26
242.39          102.70          -29.35
249.12          102.62          29.40
256.05          102.59          89.99
263.17          102.66          152.09
270.48          102.77          -144.64
278.00          102.80          -80.06
285.73          102.76          -13.28
293.67          102.66          56.46
301.83          102.62          128.63
310.22          102.55          -157.05
318.84          102.38          -80.96
327.70          102.22          -2.44
336.81          102.04          78.93
346.17          101.94          162.33
355.80          101.82          -112.60
365.68          101.55          -24.97
375.85          101.27          66.38
386.29          101.01          160.15
397.03          100.82          -102.62
408.07          100.70          -1.81
419.41          100.77          100.67
431.07          100.57          -154.58
443.05          100.26          -45.87
455.36          100.19          65.91
468.02          100.07          179.50
481.03          99.86           -61.18
494.40          99.82           61.43
508.14          99.77           -174.34
522.26          99.57           -45.67
536.78          99.31           86.47
551.70          99.22           -136.37
567.03          99.31           4.18
582.79          99.46           148.57
598.99          99.76           -65.66
615.64          99.72           82.73
632.75          99.56           -123.01
650.34          99.36           35.81
668.42          99.08           -158.88
686.99          99.13           9.99
706.09          98.90           -177.17
725.71          98.68           0.58
745.89          98.40           -175.75
766.62          98.21           12.02
787.93          98.11           -155.63
809.83          97.83           42.23
832.33          97.54           -114.61
855.47          96.83           95.51
879.25          96.31           -45.84
903.68          95.79           178.49
928.80          95.21           47.65
954.62          94.20           -76.21
981.15          93.45           169.37
1008.42         93.06           62.97
1036.45         92.81           -36.43
1065.26         93.02           -130.51
1094.87         93.12           140.51
1125.30         92.65           56.28
1156.58         92.66           -11.21
1188.72         93.21           -74.90
1221.76         93.82           -133.76
1255.72         94.13           171.80
1290.62         94.10           123.98
1326.50         93.91           80.89
1363.37         93.56           37.25
1401.26         93.12           -6.55
1440.21         92.82           -47.71
1480.24         91.49           -78.78
1521.38         89.78           -88.14
1563.67         88.20           -79.90
1607.13         89.21           -59.71
1651.80         90.90           -32.88
1697.71         91.99           13.37
1744.90         93.01           82.00
1793.40         93.58           170.91
1843.24         94.30           -88.83
1894.48         94.83           18.79
1947.13         95.09           132.16
2001.25         95.16           -103.18
2056.88         94.68           40.95
2114.05         94.20           -158.32
2172.81         93.69           18.83
2233.20         93.25           -149.04
2295.27         92.56           61.25
2359.07         91.91           -71.73
2424.64         90.86           170.44
2492.03         90.16           72.50
2561.29         89.36           -11.76
2632.48         88.49           -95.31
2705.65         87.51           171.02
2780.86         86.29           62.14
2858.15         85.53           -61.65
2937.59         84.58           -164.85
3019.24         83.75           114.05
3103.16         83.53           54.19
3189.41         83.31           14.73
3278.06         83.54           4.79
3369.17         84.46           52.83
3462.82         84.89           141.36
3559.06         84.79           -56.91
3657.99         84.63           112.93
3759.66         84.46           -105.13
3864.16         84.20           62.06
3971.56         84.01           -103.25
4081.95         83.58           119.60
4195.41         83.44           10.68
4312.02         83.31           -68.79
4431.87         83.49           -135.08
4555.05         83.54           135.42
4681.66         83.53           81.28
4811.78         83.63           51.54
4945.53         83.93           53.19
5082.99         84.41           86.73
5224.27         84.55           153.55
5369.47         84.70           -101.07
5518.72         84.81           44.29
5672.11         84.86           -100.29
5829.76         84.88           116.60
5991.80         84.66           12.27
6158.34         84.19           -89.07
6329.51         84.11           -143.96
6505.44         84.38           -156.57
6686.25         84.53           -127.94
6872.10         83.94           -49.71
7063.10         83.75           81.59
7259.42         84.09           -59.36
7461.19         84.90           -145.01
7668.58         85.38           168.64
7881.72         85.24           133.91
8100.79         84.46           148.67
8325.95         83.54           -171.61
8557.37         83.75           -96.97
8795.22         85.66           30.93
9039.68         87.27           -127.68
9290.93         88.08           -177.77
9549.17         88.29           -106.01
9814.59         88.47           76.59
10087.38        88.75           -21.67
10367.76        88.99           -37.02
10655.93        89.30           56.28
10952.11        89.55           -136.39
11256.52        89.29           107.59
11569.39        89.16           67.76
11890.96        89.00           107.84
12221.46        88.78           162.73
12561.16        88.57           -86.42
12910.29        88.41           112.27
13269.13        87.99           -19.40
13637.94        86.96           -175.75
14017.00        85.63           97.18
14406.60        83.97           26.23
14807.03        81.53           -92.20
15218.59        81.07           -90.21
15641.58        80.91           46.09
16076.34        80.44           -138.48
16523.17        80.74           168.94
16982.43        81.14           -15.61
17454.45        81.18           -18.06
17939.60        80.66           153.52
18438.22        80.32           -157.55
18950.71        79.90           75.13
19477.44        79.64           51.53
20018.81        79.41           59.02
20575.22        79.17           -35.86
21147.11        78.72           -90.59
21734.88        77.01           -99.88
