Freq [Hz]       dBSPL           Phase [Deg]
5991.80         74.55           61.93
6158.34         73.69           58.57
6329.51         73.38           102.79
6505.44         73.19           -170.16
6686.25         72.97           -39.87
6872.10         73.03           141.52
7063.10         73.52           67.48
7259.42         74.34           61.75
7461.19         75.26           103.12
7668.58         75.54           -168.93
7881.72         75.41           -62.25
8100.79         75.17           52.34
8325.95         75.02           -174.20
8557.37         75.44           14.75
8795.22         75.80           -104.09
9039.68         75.84           -163.04
9290.93         75.10           -157.81
9549.17         74.42           -112.74
9814.59         74.46           -35.35
10087.38        74.52           40.57
10367.76        74.44           47.27
10655.93        74.06           -67.47
10952.11        73.31           140.94
11256.52        72.42           44.63
11569.39        71.91           23.82
11890.96        71.90           91.55
12221.46        71.80           -123.18
12561.16        71.47           32.53
12910.29        71.48           -77.05
13269.13        71.50           168.81
13637.94        71.19           11.49
14017.00        70.71           110.17
14406.60        70.37           82.59
14807.03        69.36           77.34
15218.59        68.37           147.43
15641.58        68.00           56.11
16076.34        67.49           -134.39
16523.17        67.38           -170.02
16982.43        65.77           -60.48
17454.45        65.55           -163.13
17939.60        66.30           163.84
18438.22        65.85           149.69
18950.71        65.62           -109.64
19477.44        70.45           -70.03
20018.81        74.12           91.30
20575.22        74.66           -49.23
21147.11        75.30           -78.92
21734.88        76.02           163.86
