Freq [Hz]       dBSPL           Phase [Deg]
598.99          106.71          1.96
615.64          106.63          151.65
632.75          106.30          -52.33
650.34          106.17          108.83
668.42          105.88          -84.96
686.99          105.75          86.77
706.09          105.57          -97.02
725.71          105.50          84.40
745.89          105.53          -88.77
766.62          105.61          103.02
787.93          105.89          -59.70
809.83          106.14          141.52
832.33          106.56          -12.19
855.47          106.74          -161.60
879.25          106.94          55.18
903.68          107.03          -81.79
928.80          107.11          147.05
954.62          107.13          21.33
981.15          107.06          -97.17
1008.42         106.85          151.64
1036.45         106.56          48.06
1065.26         106.22          -46.67
1094.87         106.04          -133.77
1125.30         106.10          146.91
1156.58         106.31          74.58
1188.72         106.45          9.54
1221.76         106.64          -48.06
1255.72         106.82          -97.61
1290.62         106.86          -139.64
1326.50         106.89          -171.86
1363.37         106.99          164.61
1401.26         107.06          150.10
1440.21         106.92          145.11
1480.24         106.84          150.48
1521.38         106.70          166.65
1563.67         106.61          -159.00
1607.13         106.65          -113.84
1651.80         106.84          -61.35
1697.71         106.90          3.11
1744.90         106.82          78.98
1793.40         106.70          168.61
1843.24         106.51          -89.70
1894.48         106.35          25.64
1947.13         106.32          149.76
2001.25         106.23          -76.63
2056.88         105.91          74.35
2114.05         105.47          -120.20
2172.81         104.98          61.69
2233.20         104.36          -100.70
2295.27         103.55          116.35
2359.07         102.82          -9.65
2424.64         102.00          -119.50
2492.03         101.23          149.26
2561.29         100.60          74.18
2632.48         100.26          18.62
2705.65         99.95           -18.39
2780.86         99.84           -35.54
2858.15         99.96           -35.78
2937.59         99.93           -16.54
3019.24         99.91           23.63
3103.16         99.92           85.51
3189.41         99.88           168.14
3278.06         99.84           -86.39
3369.17         99.61           41.36
3462.82         99.31           -167.38
3559.06         98.84           8.33
3657.99         98.20           -149.48
3759.66         97.57           81.33
3864.16         96.79           -22.30
3971.56         95.73           -97.09
4081.95         94.56           -143.00
4195.41         93.55           -158.27
4312.02         93.08           -143.90
4431.87         92.80           -98.30
4555.05         92.56           -22.51
4681.66         92.42           85.04
4811.78         92.13           -134.88
4945.53         92.16           39.30
5082.99         92.25           -111.11
5224.27         92.30           132.18
5369.47         92.55           54.71
5518.72         93.43           13.46
5672.11         94.54           10.85
5829.76         95.51           43.71
5991.80         96.03           118.54
6158.34         96.46           -127.27
6329.51         97.14           33.34
6505.44         97.67           -124.02
6686.25         98.09           120.95
6872.10         98.41           52.67
7063.10         98.52           34.80
7259.42         98.64           66.83
7461.19         98.80           149.27
7668.58         98.72           -80.46
7881.72         98.31           106.66
8100.79         97.80           -6.62
8325.95         97.35           -59.66
8557.37         96.99           -53.50
8795.22         96.75           12.27
9039.68         96.60           139.30
9290.93         96.25           -28.88
9549.17         96.36           -130.93
9814.59         96.59           -167.34
10087.38        96.77           -137.63
10367.76        96.86           -38.38
10655.93        96.85           132.14
10952.11        96.71           18.51
11256.52        96.34           -15.88
11569.39        96.35           28.29
11890.96        96.47           152.01
12221.46        96.65           -1.81
12561.16        96.61           -71.13
12910.29        96.51           -54.38
13269.13        96.22           48.16
13637.94        95.73           -179.66
14017.00        95.27           44.73
14406.60        94.62           4.19
14807.03        93.11           64.95
15218.59        91.94           -125.02
15641.58        92.30           148.09
16076.34        92.07           166.89
16523.17        91.98           -57.55
16982.43        92.08           -123.05
17454.45        92.06           -40.89
17939.60        91.62           122.81
18438.22        91.18           -29.41
18950.71        90.41           -47.78
19477.44        87.19           84.97
20018.81        83.37           144.86
20575.22        82.84           51.66
21147.11        82.24           -18.28
21734.88        81.65           -69.69
