Freq [Hz]       dBSPL           Phase [Deg]
2858.15         78.06           -28.26
2937.59         78.05           76.84
3019.24         78.24           -125.20
3103.16         79.07           88.23
3189.41         79.39           -15.14
3278.06         79.32           -111.77
3369.17         79.56           134.92
3462.82         79.59           30.53
3559.06         79.85           -92.88
3657.99         79.68           154.02
3759.66         79.67           2.16
3864.16         79.97           -165.02
3971.56         79.78           15.48
4081.95         79.82           -164.50
4195.41         79.92           47.21
4312.02         79.30           -107.90
4431.87         78.67           88.39
4555.05         79.07           -68.40
4681.66         78.99           171.60
4811.78         78.79           62.69
4945.53         78.24           -49.08
5082.99         77.94           -170.91
5224.27         76.83           64.01
5369.47         76.76           13.68
5518.72         76.58           3.37
5672.11         77.08           15.19
5829.76         76.75           50.48
5991.80         76.78           68.02
6158.34         76.40           38.46
6329.51         76.56           5.92
6505.44         76.73           51.79
6686.25         77.16           83.64
6872.10         77.53           62.34
7063.10         78.10           103.18
7259.42         78.08           163.61
7461.19         78.58           -66.23
7668.58         80.11           155.29
7881.72         80.16           155.20
8100.79         79.93           -174.65
8325.95         79.81           -107.29
8557.37         79.69           13.18
8795.22         79.29           151.75
9039.68         78.82           -53.45
9290.93         78.35           109.79
9549.17         75.95           -115.88
9814.59         75.86           21.98
10087.38        77.25           172.78
10367.76        77.88           3.37
10655.93        78.08           -124.78
10952.11        78.07           142.55
11256.52        77.97           71.81
11569.39        78.05           -5.30
11890.96        78.23           -77.59
12221.46        78.09           -160.16
12561.16        76.88           54.68
12910.29        76.19           -98.59
13269.13        75.30           77.96
13637.94        74.67           -80.10
14017.00        74.46           41.41
14406.60        74.64           -149.85
14807.03        74.43           24.38
15218.59        73.43           164.97
15641.58        73.23           28.98
16076.34        72.85           -26.55
16523.17        72.65           -66.57
16982.43        71.98           -56.98
17454.45        71.88           41.26
17939.60        71.18           -130.50
18438.22        69.23           -144.51
18950.71        68.57           -84.49
19477.44        72.60           124.68
20018.81        75.87           -140.82
20575.22        76.38           -152.38
21147.11        76.98           -107.34
21734.88        77.68           53.99
