Freq [Hz]       dBSPL           Phase [Deg]
1894.48         103.95          18.40
1947.13         103.77          142.75
2001.25         103.55          -83.44
2056.88         103.11          67.61
2114.05         102.62          -126.98
2172.81         101.99          54.56
2233.20         101.19          -107.85
2295.27         100.11          110.37
2359.07         99.14           -14.57
2424.64         98.00           -123.20
2492.03         96.88           146.35
2561.29         95.77           71.66
2632.48         95.00           18.37
2705.65         94.30           -15.03
2780.86         94.00           -28.45
2858.15         94.14           -26.40
2937.59         93.91           -5.20
3019.24         93.74           37.02
3103.16         93.42           100.67
3189.41         93.01           -173.86
3278.06         92.75           -63.91
3369.17         92.43           71.79
3462.82         92.17           -129.17
3559.06         91.80           53.39
3657.99         91.23           -97.27
3759.66         91.06           139.07
3864.16         90.86           42.29
3971.56         90.91           -25.68
4081.95         91.56           -66.24
4195.41         92.52           -81.72
4312.02         93.75           -72.21
4431.87         94.79           -33.44
4555.05         95.24           35.42
4681.66         95.42           136.81
4811.78         95.58           -89.70
4945.53         95.75           77.51
5082.99         95.80           -81.22
5224.27         95.73           155.84
5369.47         95.42           72.35
5518.72         95.21           27.40
5672.11         95.51           22.61
5829.76         95.92           53.88
5991.80         96.05           126.78
6158.34         96.00           -120.97
6329.51         95.97           38.03
6505.44         95.85           -117.27
6686.25         95.90           129.88
6872.10         95.68           62.99
7063.10         94.83           47.81
7259.42         93.70           86.34
7461.19         93.03           178.96
7668.58         93.21           -39.31
7881.72         93.24           155.75
8100.79         93.54           46.67
8325.95         93.86           -5.36
8557.37         94.75           1.59
8795.22         95.66           65.92
9039.68         96.13           -172.82
9290.93         96.15           11.62
9549.17         96.00           -99.05
9814.59         95.76           -139.91
10087.38        95.51           -115.32
10367.76        95.00           -18.12
10655.93        93.87           153.46
10952.11        91.93           50.15
11256.52        89.28           28.27
11569.39        88.21           86.30
11890.96        88.45           -134.91
12221.46        89.73           84.41
12561.16        90.82           29.58
12910.29        91.46           60.51
13269.13        91.75           -179.20
13637.94        92.03           27.51
14017.00        92.22           -30.16
14406.60        92.58           9.72
14807.03        92.67           147.16
15218.59        92.79           31.00
15641.58        92.70           18.22
16076.34        92.16           111.61
16523.17        91.83           -37.86
16982.43        91.52           -69.58
17454.45        91.26           4.09
17939.60        90.71           155.58
18438.22        90.01           15.30
18950.71        88.28           6.33
19477.44        84.16           137.45
20018.81        80.91           168.97
20575.22        81.02           73.91
21147.11        81.12           -6.73
21734.88        80.92           -58.42
