Freq [Hz]       dBSPL           Phase [Deg]
582.79          101.47          166.96
598.99          101.75          -47.82
615.64          101.70          100.52
632.75          101.47          -105.20
650.34          101.24          53.82
668.42          100.96          -141.16
686.99          100.89          27.67
706.09          100.56          -158.87
725.71          100.27          19.67
745.89          99.97           -155.80
766.62          99.74           32.89
787.93          99.65           -133.04
809.83          99.43           66.27
832.33          99.23           -89.20
855.47          98.72           122.02
879.25          98.44           -20.00
903.68          98.11           -156.83
928.80          97.69           71.66
954.62          96.94           -52.52
981.15          96.47           -168.68
1008.42         96.10           83.02
1036.45         95.76           -17.90
1065.26         95.62           -113.17
1094.87         95.42           158.67
1125.30         94.82           75.66
1156.58         94.50           8.16
1188.72         94.91           -54.78
1221.76         95.52           -112.45
1255.72         95.89           -164.69
1290.62         96.09           148.96
1326.50         96.04           107.16
1363.37         95.72           69.27
1401.26         95.18           36.27
1440.21         94.91           2.25
1480.24         93.79           -39.94
1521.38         92.35           -85.16
1563.67         90.72           -115.50
1607.13         90.58           -136.60
1651.80         90.69           -149.34
1697.71         91.93           -144.52
1744.90         93.06           -126.16
1793.40         93.77           -88.86
1843.24         94.53           -21.75
1894.48         95.20           74.45
1947.13         95.51           -172.77
2001.25         95.66           -48.03
2056.88         95.41           97.82
2114.05         95.17           -101.31
2172.81         94.75           77.22
2233.20         94.56           -89.72
2295.27         94.04           121.07
2359.07         93.62           -11.95
2424.64         92.82           -127.21
2492.03         92.30           135.78
2561.29         91.99           53.04
2632.48         91.39           -12.08
2705.65         90.63           -61.11
2780.86         89.69           -97.02
2858.15         88.75           -166.62
2937.59         87.78           135.24
3019.24         87.06           96.97
3103.16         86.37           80.38
3189.41         85.41           84.14
3278.06         85.27           113.10
3369.17         85.59           164.27
3462.82         86.16           -120.70
3559.06         86.44           14.49
3657.99         86.47           -158.31
3759.66         86.26           12.00
3864.16         86.12           -176.55
3971.56         85.70           20.73
4081.95         85.41           -112.71
4195.41         85.08           142.52
4312.02         85.66           66.64
4431.87         86.08           18.36
4555.05         86.19           -0.80
4681.66         86.32           34.30
4811.78         86.41           137.20
4945.53         86.44           -89.20
5082.99         86.48           77.52
5224.27         86.38           -81.02
5369.47         86.08           158.64
5518.72         86.42           74.91
5672.11         86.20           33.05
5829.76         86.39           33.83
5991.80         86.48           80.14
6158.34         86.28           145.70
6329.51         86.10           -134.83
6505.44         86.22           -14.81
6686.25         86.44           146.48
6872.10         86.40           -2.95
7063.10         86.65           -101.21
7259.42         87.16           -153.38
7461.19         87.35           -154.20
7668.58         87.44           -130.83
7881.72         87.37           -31.55
8100.79         87.19           82.64
8325.95         86.56           -113.74
8557.37         86.20           102.58
8795.22         87.28           8.95
9039.68         89.20           -28.72
9290.93         91.08           -5.66
9549.17         92.57           94.55
9814.59         93.25           -72.27
10087.38        93.35           -136.34
10367.76        93.38           -111.64
10655.93        93.55           -15.13
10952.11        93.77           159.14
11256.52        93.59           52.98
11569.39        93.58           23.34
11890.96        93.62           71.13
12221.46        93.36           -158.64
12561.16        93.14           66.91
12910.29        93.15           29.67
13269.13        93.00           82.63
13637.94        92.45           174.20
14017.00        91.96           -6.81
14406.60        91.06           -91.94
14807.03        88.59           -73.89
15218.59        84.98           52.98
15641.58        84.27           -71.20
16076.34        84.06           -90.08
16523.17        84.40           5.83
16982.43        84.95           -112.44
17454.45        85.12           -79.48
17939.60        84.63           75.52
18438.22        83.94           -6.98
18950.71        82.91           10.42
19477.44        82.10           109.75
20018.81        81.64           -86.97
20575.22        81.42           152.80
21147.11        80.26           60.16
21734.88        77.89           -8.13
