Freq [Hz]       dBSPL           Phase [Deg]
855.47          92.82           37.08
879.25          92.16           -104.16
903.68          91.29           123.69
928.80          90.76           -4.37
954.62          89.75           -127.11
981.15          88.72           118.86
1008.42         88.58           14.25
1036.45         88.70           -86.31
1065.26         89.23           -177.96
1094.87         89.93           92.24
1125.30         90.00           0.27
1156.58         90.36           -113.89
1188.72         90.73           135.35
1221.76         91.21           31.05
1255.72         91.42           -69.57
1290.62         91.24           -164.98
1326.50         90.73           108.29
1363.37         90.17           17.57
1401.26         89.98           -72.82
1440.21         89.75           -133.75
1480.24         88.85           -167.01
1521.38         87.64           171.25
1563.67         86.97           173.65
1607.13         87.57           -171.68
1651.80         89.46           -148.07
1697.71         91.08           -106.57
1744.90         91.61           -40.10
1793.40         92.01           45.16
1843.24         92.35           140.57
1894.48         92.68           -110.24
1947.13         92.92           2.25
2001.25         92.85           126.14
2056.88         92.47           -91.94
2114.05         91.44           65.47
2172.81         90.73           -119.34
2233.20         89.92           70.93
2295.27         89.18           -80.98
2359.07         88.02           143.80
2424.64         86.64           24.44
2492.03         85.44           -76.66
2561.29         84.16           -164.77
2632.48         83.00           87.89
2705.65         81.76           -32.09
2780.86         80.77           -134.11
2858.15         80.21           142.45
2937.59         79.75           77.17
3019.24         79.39           33.33
3103.16         79.67           12.47
3189.41         80.28           12.14
3278.06         81.05           53.78
3369.17         81.49           165.04
3462.82         81.60           -56.36
3559.06         81.43           107.52
3657.99         81.15           -60.52
3759.66         80.87           159.70
3864.16         80.45           45.63
3971.56         79.57           -39.36
4081.95         78.78           -97.46
4195.41         77.75           -124.61
4312.02         77.44           -136.88
4431.87         76.87           -163.20
4555.05         76.73           158.59
4681.66         76.82           132.38
4811.78         77.39           132.16
4945.53         78.48           166.12
5082.99         79.05           -129.05
5224.27         79.50           -30.63
5369.47         79.79           108.05
5518.72         79.96           -42.13
5672.11         79.94           148.94
5829.76         79.84           -32.73
5991.80         79.50           131.79
6158.34         78.83           -23.99
6329.51         78.26           -132.17
6505.44         78.13           162.95
6686.25         77.58           140.29
6872.10         77.02           170.15
7063.10         77.13           -57.13
7259.42         78.34           -120.79
7461.19         79.79           -72.18
7668.58         80.15           37.01
7881.72         79.90           169.40
8100.79         79.49           -149.85
8325.95         79.18           173.27
8557.37         79.90           -177.77
8795.22         80.70           -120.13
9039.68         80.69           -5.48
9290.93         79.77           171.29
9549.17         79.00           -17.27
9814.59         79.63           102.98
10087.38        80.01           -51.80
10367.76        80.16           -173.76
10655.93        79.95           -14.61
10952.11        79.57           86.45
11256.52        78.96           -102.39
11569.39        78.79           121.28
11890.96        78.87           15.91
12221.46        78.67           74.70
12561.16        78.31           -26.96
12910.29        78.21           -87.03
13269.13        77.92           -117.41
13637.94        77.07           -172.84
14017.00        76.29           -15.84
14406.60        76.03           -42.89
14807.03        75.84           -136.47
15218.59        75.24           -14.05
15641.58        74.90           -18.34
16076.34        73.96           145.23
16523.17        73.47           45.09
16982.43        73.04           87.86
17454.45        72.96           71.67
17939.60        72.91           107.33
18438.22        72.26           70.83
18950.71        71.30           16.83
19477.44        70.82           24.50
20018.81        71.47           58.31
20575.22        71.72           -75.42
21147.11        72.13           10.73
21734.88        72.58           120.03
