Freq [Hz]       dBSPL           Phase [Deg]
1744.90         92.19           -110.86
1793.40         92.72           -44.52
1843.24         93.06           32.63
1894.48         93.66           128.77
1947.13         94.15           -121.23
2001.25         94.46           2.84
2056.88         94.55           148.77
2114.05         94.41           -50.15
2172.81         94.30           130.57
2233.20         94.46           -34.60
2295.27         94.41           177.58
2359.07         94.27           44.78
2424.64         93.94           -69.48
2492.03         93.72           -165.55
2561.29         93.69           113.30
2632.48         93.58           50.77
2705.65         93.26           4.66
2780.86         92.77           -22.33
2858.15         92.03           -29.27
2937.59         91.29           -10.46
3019.24         90.63           33.21
3103.16         89.83           101.58
3189.41         89.10           -170.36
3278.06         88.46           -58.68
3369.17         87.93           76.76
3462.82         88.15           -124.30
3559.06         88.64           54.16
3657.99         88.72           -105.03
3759.66         88.69           106.51
3864.16         88.54           -68.55
3971.56         88.00           134.27
4081.95         87.59           4.39
4195.41         87.03           -95.42
4312.02         87.16           -166.94
4431.87         87.48           150.31
4555.05         87.65           140.36
4681.66         87.83           163.16
4811.78         87.94           -105.84
4945.53         87.86           39.54
5082.99         87.61           148.43
5224.27         87.18           -91.52
5369.47         86.14           67.13
5518.72         84.85           -99.90
5672.11         83.64           135.91
5829.76         84.00           52.21
5991.80         84.55           10.91
6158.34         85.24           12.45
6329.51         85.75           102.18
6505.44         85.86           -73.45
6686.25         85.85           132.89
6872.10         85.74           28.36
7063.10         86.71           -23.88
7259.42         88.49           -30.93
7461.19         90.16           11.39
7668.58         90.87           100.66
7881.72         90.96           -115.74
8100.79         90.95           86.72
8325.95         90.95           5.76
8557.37         90.88           -41.52
8795.22         90.72           -35.42
9039.68         90.10           24.39
9290.93         89.11           144.34
9549.17         89.56           -32.23
9814.59         91.19           -144.05
10087.38        92.31           167.50
10367.76        92.69           -175.98
10655.93        92.83           -65.09
10952.11        92.79           124.74
11256.52        92.87           32.13
11569.39        93.18           16.38
11890.96        93.23           78.48
12221.46        92.84           -140.09
12561.16        92.07           85.02
12910.29        91.78           37.66
13269.13        91.73           81.75
13637.94        91.80           -139.44
14017.00        91.74           100.39
14406.60        91.22           75.13
14807.03        90.02           147.03
15218.59        88.75           -37.70
15641.58        88.05           -118.73
16076.34        87.27           -90.30
16523.17        86.87           48.16
16982.43        86.31           -54.36
17454.45        86.02           -31.47
17939.60        85.85           101.91
18438.22        85.66           -62.50
18950.71        84.84           -114.03
19477.44        82.25           -70.92
20018.81        81.06           178.42
20575.22        78.81           50.94
21147.11        77.71           -53.19
21734.88        77.84           -156.77
