Freq [Hz]       dBSPL           Phase [Deg]
20.00           53.13           -27.41
20.56           52.91           -30.56
21.13           52.75           -33.50
21.71           52.70           -36.16
22.32           52.75           -38.50
22.94           52.77           -43.04
23.58           53.14           -47.34
24.23           53.89           -50.98
24.90           54.94           -54.04
25.60           56.16           -56.65
26.31           57.40           -59.11
27.04           58.54           -61.83
27.79           59.49           -65.29
28.56           60.23           -69.97
29.36           60.79           -76.34
30.17           61.16           -84.85
31.01           61.38           -95.93
31.87           61.46           -110.00
32.76           61.40           -127.34
33.67           61.25           -147.84
34.61           61.09           -170.94
35.57           61.03           164.41
36.56           61.28           139.83
37.57           62.08           117.59
38.62           63.63           100.02
39.69           65.92           88.98
40.79           68.65           85.63
41.93           71.37           90.07
43.09           73.69           101.14
44.29           75.48           116.88
45.52           76.82           134.97
46.79           77.82           152.72
48.09           78.62           167.33
49.42           79.32           176.77
50.80           79.97           -179.91
52.21           80.60           177.68
53.66           81.24           171.43
55.15           82.00           163.96
56.69           82.95           157.34
58.26           84.15           152.72
59.88           85.59           150.47
61.54           87.20           150.71
63.26           88.87           153.50
65.01           90.47           158.76
66.82           91.95           165.84
68.68           93.32           173.55
70.59           94.62           -179.08
72.55           95.88           -172.36
74.57           97.06           -165.87
76.64           98.14           -158.94
78.77           99.11           -151.21
80.96           99.98           -142.67
83.21           100.77          -133.52
85.52           101.49          -123.83
87.90           102.14          -113.49
90.34           102.71          -102.34
92.85           103.23          -90.23
95.43           103.68          -77.12
98.08           104.10          -63.06
100.81          104.48          -48.07
103.61          104.80          -32.16
106.49          105.07          -15.27
109.45          105.31          2.66
112.49          105.51          21.59
115.62          105.67          41.48
118.84          105.77          62.37
122.14          105.80          84.42
125.53          105.78          107.81
129.02          105.73          132.66
132.61          105.68          158.97
136.29          105.61          -173.40
140.08          105.54          -144.53
143.98          105.47          -114.29
147.98          105.42          -82.63
152.09          105.41          -49.63
156.32          105.46          -15.48
160.66          105.53          19.61
165.13          105.60          55.56
169.72          105.62          92.62
174.44          105.62          131.03
179.28          105.60          170.89
184.27          105.58          -147.76
189.39          105.55          -104.97
194.65          105.50          -60.70
200.06          105.43          -14.91
205.62          105.31          32.67
211.34          105.20          82.26
217.21          105.13          133.70
223.25          105.10          -173.07
229.46          105.08          -118.62
235.83          105.08          -63.05
242.39          105.03          -5.93
249.12          104.98          52.85
256.05          104.94          113.54
263.17          104.97          175.91
270.48          105.02          -120.31
278.00          105.00          -54.98
285.73          104.94          12.62
293.67          104.83          83.22
301.83          104.75          156.35
310.22          104.71          -128.34
318.84          104.65          -50.82
327.70          104.48          28.59
336.81          104.33          110.95
346.17          104.22          -164.54
355.80          104.08          -77.85
365.68          103.88          11.90
375.85          103.76          104.66
386.29          103.64          -160.40
397.03          103.46          -62.57
408.07          103.52          38.77
419.41          103.66          142.08
431.07          103.59          -111.95
443.05          103.50          -2.01
455.36          103.61          110.17
468.02          103.56          -135.28
481.03          103.47          -15.54
494.40          103.58          107.60
508.14          103.67          -127.11
522.26          103.67          2.33
536.78          103.76          135.56
551.70          103.96          -88.02
567.03          104.18          52.04
582.79          104.38          -164.49
598.99          104.56          -18.81
615.64          104.48          129.90
632.75          104.21          -75.09
650.34          104.00          85.14
668.42          103.70          -109.19
686.99          103.52          61.10
706.09          103.20          -123.72
725.71          102.95          56.56
745.89          102.82          -117.33
766.62          102.70          73.36
787.93          102.81          -90.38
809.83          102.83          110.35
832.33          102.95          -43.91
855.47          102.90          167.06
879.25          102.96          24.01
903.68          102.87          -113.48
928.80          102.73          114.93
954.62          102.46          -10.00
981.15          102.22          -128.35
1008.42         101.91          121.15
1036.45         101.54          18.32
1065.26         101.08          -76.94
1094.87         100.72          -164.13
1125.30         100.31          115.54
1156.58         99.99           45.49
1188.72         100.20          -17.72
1221.76         100.66          -74.68
1255.72         101.01          -124.80
1290.62         101.21          -169.00
1326.50         101.16          154.55
1363.37         101.00          127.06
1401.26         100.67          109.48
1440.21         100.46          102.34
1480.24         99.89           102.13
1521.38         98.75           111.34
1563.67         97.60           138.33
1607.13         96.32           173.65
1651.80         95.17           -144.99
1697.71         94.35           -101.36
1744.90         93.45           -65.77
