Freq [Hz]       dBSPL           Phase [Deg]
1793.40         92.57           -47.28
1843.24         90.60           -9.55
1894.48         88.79           42.45
1947.13         88.08           103.39
2001.25         88.16           176.72
2056.88         88.60           -87.90
2114.05         89.19           29.70
2172.81         89.94           173.26
2233.20         91.13           9.39
2295.27         91.93           -136.63
2359.07         92.31           89.34
2424.64         92.69           -24.46
2492.03         92.98           -118.92
2561.29         93.34           161.62
2632.48         93.93           100.38
2705.65         94.30           55.99
2780.86         94.34           30.61
2858.15         94.11           24.64
2937.59         93.83           40.66
3019.24         93.53           78.72
3103.16         93.15           142.40
3189.41         92.97           -133.50
3278.06         92.51           -25.43
3369.17         91.97           106.83
3462.82         91.86           -96.90
3559.06         92.06           81.30
3657.99         92.21           -75.31
3759.66         92.35           151.20
3864.16         92.28           40.72
3971.56         91.92           -41.59
4081.95         91.46           -90.00
4195.41         90.55           -105.27
4312.02         89.51           -91.03
4431.87         88.06           -45.64
4555.05         87.28           31.88
4681.66         86.45           141.40
4811.78         86.02           -76.31
4945.53         86.16           102.98
5082.99         86.60           -49.73
5224.27         87.12           -171.28
5369.47         87.32           103.70
5518.72         87.37           54.80
5672.11         87.08           42.02
5829.76         86.40           67.19
5991.80         85.84           106.96
6158.34         85.81           154.52
6329.51         86.31           -118.87
6505.44         86.99           8.87
6686.25         87.02           179.30
6872.10         87.18           40.02
7063.10         87.55           -46.74
7259.42         88.67           -80.26
7461.19         89.66           -55.74
7668.58         90.21           64.51
7881.72         90.40           -113.01
8100.79         90.32           130.53
8325.95         90.56           75.92
8557.37         91.21           75.81
8795.22         91.43           130.80
9039.68         91.02           -111.75
9290.93         90.33           77.95
9549.17         90.00           -28.75
9814.59         89.85           -72.88
10087.38        89.83           -60.34
10367.76        89.62           13.30
10655.93        89.00           156.25
10952.11        88.22           16.86
11256.52        89.10           -43.05
11569.39        89.96           -34.91
11890.96        89.99           51.37
12221.46        90.06           -131.05
12561.16        90.12           138.46
12910.29        89.92           145.15
13269.13        89.64           -115.23
13637.94        89.18           67.50
14017.00        88.22           -43.67
14406.60        86.52           -61.03
14807.03        85.65           17.63
15218.59        85.57           -166.11
15641.58        84.22           107.61
16076.34        82.87           98.58
16523.17        81.99           166.80
16982.43        81.88           -11.05
17454.45        82.04           -50.53
17939.60        82.02           12.88
18438.22        81.59           144.83
18950.71        80.03           48.09
19477.44        78.03           115.70
20018.81        78.94           151.09
20575.22        79.33           41.45
21147.11        78.81           -18.61
21734.88        78.51           -44.08
